10	0.004839	0.002956	0.015276	0.024859	0.004542	0.004303
100	0.026862	0.018873	0.166919	0.1478	0.019287	0.009075
1000	0.151089	0.110012	1.553895	1.541367	0.156073	0.107036
10000	4.035479	3.52957	14.758984	14.526487	4.005479	3.2657

