#MPI_Ssend		
#size[kB]	bandwidth[Mb/s]	bandwidth[Mb/s]
4358	136.50267	95.993004
4359	143.661148	85.090988
4360	144.599258	99.315956
4361	113.740402	101.423096
4362	153.427536	90.157822
4363	279.291626	104.273117
4364	218.960388	100.785759
4365	135.895432	105.070992
4366	147.632767	105.587006
4367	139.955338	158.779678
4368	157.926697	161.486923
4369	179.014923	120.152618
4370	243.939621	147.227127
4371	288.464081	147.23262
4372	182.567123	145.51593
4373	148.968857	145.653946
4374	146.544266	147.740738
4375	99.266037	137.68248
4376	131.377808	119.69529
4377	91.415321	169.5224
4378	55.293488	156.323563
4379	53.082184	148.074677
4380	160.384918	141.096466
4381	286.660156	138.00264
4382	281.464081	107.881866
4383	233.164719	102.082733
4384	207.656799	148.705841
4385	287.127441	158.943329
4386	190.614548	139.674591
4387	155.572403	135.380707
4388	150.536682	117.684265
4389	153.0298	155.111786
4390	154.136688	163.017822
4391	149.496048	138.233459
4392	151.637207	114.774986
4393	158.837021	144.826569
4394	121.039566	125.897423
4395	117.10495	138.962463
4396	148.565201	142.077988
4397	147.246964	144.658676
4398	144.377701	145.178726
4399	143.43399	142.48082
4400	129.688644	146.114746
4401	127.420799	153.42894
4402	287.031433	138.480896
4403	160.835022	146.556107
4404	141.611725	148.606323
4405	141.149521	130.236298
4406	171.167267	139.110352
4407	258.625092	158.165283
4408	287.761505	135.054642
4409	284.136383	156.011398
4410	284.582184	157.711288
4411	143.361984	145.567566
4412	146.073898	147.311996
4413	165.104004	119.173164
4414	181.822693	112.551437
4415	169.354095	120.262253
4416	150.185379	126.571304
4417	154.227295	125.399483
4418	151.780762	135.070999
4419	132.21608	123.118225
4420	147.638214	101.63633
4421	139.188995	113.665428
4422	110.128052	108.753563
4423	177.477615	106.994514
4424	177.686539	153.112686
4425	196.892578	147.950882
4426	288.402618	163.827606
4427	195.761215	137.723053
4428	146.966675	163.379379
4429	126.530258	138.68161
4430	175.015259	125.91684
4431	283.342438	133.520752
4432	142.209564	131.611664
4433	139.300232	141.473206
4434	143.389984	127.060364
4435	93.16082	94.407646
4436	127.709839	97.625755
4437	75.533699	95.001274
4438	54.105705	110.496948
4439	52.798206	142.335831
4440	52.640793	107.49337
4441	53.219727	87.796883
4442	57.209259	94.707718
4443	101.092812	94.362991
4444	103.253654	113.869751
4445	290.633331	136.903107
4446	195.150955	147.920486
4447	149.80574	141.936813
4448	107.024406	149.70401
4449	148.317627	131.685318
4450	194.674179	152.724243
4451	279.039154	170.230896
4452	270.214539	139.226593
4453	282.390289	139.631638
4454	280.250366	116.553528
4455	184.196396	132.347961
4456	195.307266	145.024734
4457	145.770187	156.157623
4458	149.56601	120.45182
4459	147.966476	144.562439
4460	179.553375	131.0616
4461	157.128952	136.43541
4462	181.701294	146.287567
4463	164.71756	154.748459
4464	153.827194	135.971878
4465	103.555298	143.538971
4466	104.842133	132.971207
4467	141.492233	146.051529
4468	137.452087	136.337509
4469	142.674988	145.51329
4470	135.788803	132.229416
4471	111.416885	126.424423
4472	206.094254	151.054031
4473	281.418518	129.331375
4474	265.247589	136.434967
4475	281.742737	150.63475
4476	276.176361	137.674011
4477	184.645828	148.742828
4478	135.560104	156.382874
4479	191.12648	147.233917
4480	283.299133	150.457169
4481	280.090363	136.010681
4482	272.579773	129.594528
4483	198.159637	138.284393
4484	148.63121	131.475616
4485	126.137222	133.80545
4486	141.352707	141.270096
4487	140.416153	145.193741
4488	140.667267	154.286438
4489	137.36998	148.155609
4490	159.501755	126.116508
4491	176.715836	102.422569
4492	258.566681	111.988655
4493	279.505219	137.164566
4494	143.22467	140.73877
4495	140.984528	141.335266
4496	134.991501	114.141708
4497	166.189209	110.914101
4498	215.350662	112.838943
4499	281.33548	103.311668
4500	271.061493	115.590385
4501	183.052063	85.849609
4502	150.906952	96.446777
4503	194.561081	97.53231
4504	276.144989	121.684692
4505	191.37294	108.088676
4506	141.706757	105.007797
4507	147.267258	104.956421
4508	146.409409	112.130379
4509	144.655548	112.47821
4510	185.368439	107.292091
4511	175.410858	111.486778
4512	254.23877	98.319969
4513	220.123749	105.708817
4514	187.746201	103.415436
4515	149.746506	115.771248
4516	279.072357	104.335922
4517	275.451752	106.692139
4518	227.095383	108.238884
4519	164.440506	117.884544
4520	128.621109	99.844231
4521	142.105011	116.07373
4522	142.552124	103.041527
4523	121.3265	108.392555
4524	99.34951	97.609543
4525	75.131699	105.876694
4526	69.620552	129.724838
4527	69.920845	136.735306
4528	66.911118	112.889587
4529	66.416153	122.803581
4530	70.62851	147.871017
4531	92.643532	142.680573
4532	138.535095	135.79364
4533	126.821449	98.830078
4534	199.788223	92.475075
4535	215.000031	89.552376
4536	167.187759	124.863831
4537	189.754242	131.501282
4538	228.268738	138.187119
4539	216.750519	134.306641
4540	132.835236	148.836899
4541	123.970062	144.166489
4542	142.154251	153.188599
4543	142.24501	130.626541
4544	168.410095	157.666519
4545	112.36145	137.420898
4546	144.095596	135.888443
4547	161.200958	95.91626
4548	176.009033	90.92334
4549	173.881302	98.117966
4550	193.244263	94.806938
4551	201.19606	84.685921
4552	160.7733	91.925697
4553	132.15802	90.762321
4554	158.639526	81.133194
4555	175.138672	89.083099
4556	262.584442	89.809441
4557	195.422256	92.603958
4558	208.417404	89.495857
4559	141.930344	92.129707
4560	134.021042	95.202057
4561	135.693039	78.966728
4562	256.414337	92.090973
4563	149.293579	95.030144
4564	138.133026	89.276741
4565	106.983635	148.918411
4566	125.5308	146.809464
4567	160.782074	142.623322
4568	195.225327	134.071213
4569	158.124664	104.763573
4570	145.892258	106.544502
4571	138.521423	102.618179
4572	121.477158	98.389473
4573	107.230682	83.82843
4574	98.280342	95.600021
4575	167.646011	96.397263
4576	224.265549	79.872925
4577	194.246948	96.465164
4578	175.026306	94.071587
4579	160.36145	104.282608
4580	170.785416	135.131699
4581	153.641373	144.371994
4582	124.25193	140.822769
4583	127.060173	119.199623
4584	166.863419	146.272064
4585	165.010056	147.200333
4586	151.317719	165.794479
4587	152.740585	147.345642
4588	139.116867	107.705086
4589	138.50061	93.628136
4590	147.227127	125.401123
4591	123.493729	141.920731
4592	128.583649	156.23317
4593	134.11409	144.297043
4594	131.192886	138.535599
4595	142.459518	130.242676
4596	154.301056	156.36087
4597	144.291595	142.583145
4598	142.232346	121.851326
4599	137.455917	162.292831
4600	145.699615	136.67247
4601	147.922714	133.367111
4602	142.530807	151.156433
4603	145.886932	147.231781
4604	151.894348	137.885147
4605	152.463394	130.719818
4606	148.27359	147.310379
4607	139.035645	155.616272
4608	147.389069	138.314774
4609	151.213867	120.409027
4610	148.125137	118.097717
4611	146.202347	119.355957
4612	143.771881	124.899292
4613	149.907928	105.12735
4614	143.329102	94.112328
4615	146.816452	106.917435
4616	152.871262	137.101807
4617	146.913849	151.828293
4618	143.805969	137.028061
4619	145.303696	139.108383
4620	140.195908	134.229111
4621	144.775131	147.373077
4622	141.131775	156.950134
4623	149.499435	145.971848
4624	138.191452	142.95137
4625	148.211563	131.523346
4626	146.102722	114.818657
4627	138.862625	173.462875
4628	144.295181	203.319153
4629	151.953491	187.119675
4630	144.856949	200.453018
4631	142.549149	192.21994
4632	138.81633	192.371033
4633	140.546417	181.750504
4634	138.607132	169.695663
4635	126.660027	149.089066
4636	112.031464	147.690338
4637	107.993843	139.4263
4638	129.134125	131.385117
4639	133.025818	131.096222
4640	131.241333	131.203003
4641	129.083862	127.550171
4642	131.764893	118.624825
4643	136.479858	112.367767
4644	141.679901	108.644577
4645	120.600922	104.653427
4646	123.843002	94.735207
4647	112.995308	96.516937
4648	114.117798	113.188103
4649	127.358315	120.871094
4650	108.004929	96.276619
4651	104.871132	107.657845
4652	108.878517	99.532074
4653	104.605797	99.871155
4654	108.055397	92.89859
4655	115.555832	114.276405
4656	107.981155	103.917313
4657	109.213547	106.839027
4658	107.946457	101.689308
4659	114.66626	109.16732
4660	96.059731	106.89856
4661	109.808952	99.62368
4662	113.204292	87.423569
4663	114.089157	109.97728
4664	109.205055	112.456833
4665	108.018494	104.780884
4666	112.541626	101.609741
4667	113.275299	108.344849
4668	109.846481	118.958244
4669	114.502625	117.030571
4670	108.799721	109.259171
4671	115.879196	151.819092
4672	112.398224	157.83139
4673	110.803162	139.67482
4674	110.144897	118.877113
4675	99.366806	122.985512
4676	117.355568	116.770081
4677	105.633575	131.972916
4678	109.770699	147.124817
4679	113.754478	141.30806
4680	108.045166	155.348541
4681	113.88517	149.473465
4682	113.664116	154.241913
4683	103.578117	150.098572
4684	112.573341	136.99472
4685	100.290977	116.508362
4686	101.513954	127.339073
4687	105.041191	151.159027
4688	114.390785	135.991714
4689	111.33844	113.302917
4690	104.767693	131.058594
4691	97.635391	121.784149
4692	116.373444	126.386703
4693	117.836807	149.594223
4694	107.386589	149.061584
4695	111.81646	137.255188
4696	116.623001	133.468323
4697	109.040527	145.314026
4698	115.328453	144.638474
4699	104.090645	134.991058
4700	108.871208	142.939377
4701	104.7994	117.25013
4702	110.005547	121.219109
4703	111.833229	113.914513
4704	98.810081	149.547211
4705	104.551918	136.065063
4706	108.62439	109.643112
4707	96.578224	141.274857
4708	111.283272	153.919907
4709	109.800507	145.421204
4710	115.794502	120.566208
4711	113.190353	136.467529
4712	101.748573	153.330154
4713	109.615784	117.241364
4714	104.606346	122.78978
4715	110.074402	140.130386
4716	121.816025	145.646805
4717	108.119812	148.647476
4718	114.689423	131.976868
4719	114.264343	128.44928
4720	122.508286	104.942245
4721	106.831039	151.680313
4722	93.519005	140.635132
4723	83.897552	153.791718
4724	69.708389	142.999619
4725	74.506081	142.279144
4726	67.728363	124.689827
4727	76.561554	152.416641
4728	71.501732	131.95372
4729	71.439224	130.781372
4730	74.926704	126.021729
4731	69.963341	100.44207
4732	70.531685	111.987755
4733	73.652748	113.651527
4734	72.687561	148.736496
4735	69.3918	133.946136
4736	75.741226	143.712463
4737	75.232941	245.504181
4738	99.205139	182.426773
4739	133.014954	140.849075
4740	204.719284	149.627502
4741	180.95784	172.753693
4742	181.340897	168.150253
4743	132.736237	165.910721
4744	181.656723	143.576324
4745	167.741638	148.329178
4746	175.132446	186.940781
4747	182.610443	109.809425
4748	151.962723	65.305962
4749	131.892151	140.168671
4750	129.906387	267.874847
4751	246.768768	136.695297
4752	246.070587	158.179962
4753	241.114838	264.294281
4754	245.346756	261.600372
4755	206.820999	265.620941
4756	241.352081	265.411255
4757	243.171494	260.050201
4758	243.773041	264.559967
4759	183.580551	258.454559
4760	119.341393	264.505524
4761	163.456497	177.503998
4762	153.501083	182.844589
4763	110.201187	259.40506
4764	192.903091	255.31221
4765	159.594986	260.889679
4766	144.008209	251.67453
4767	140.074875	262.488708
4768	138.459061	262.109406
4769	141.775848	265.8461
4770	135.344772	256.842407
4771	135.897751	262.790497
4772	126.53064	263.611359
4773	113.133682	258.63028
4774	126.020592	255.711258
4775	133.086914	139.820267
4776	135.256927	132.665543
4777	129.309052	136.516891
4778	135.187012	140.250458
4779	135.472855	263.556702
4780	131.255142	263.733002
4781	122.688316	255.249466
4782	131.310516	265.111389
4783	138.441345	134.806503
4784	141.680435	166.698288
4785	138.848145	239.54892
4786	136.706833	263.431732
4787	131.338531	249.141357
4788	132.874893	263.053192
4789	130.817719	264.318634
4790	137.312195	266.699554
4791	126.346588	266.778656
4792	119.77121	259.349701
4793	97.868675	267.919769
4794	91.441826	135.342758
4795	120.735397	128.372757
4796	126.682121	219.262726
4797	123.056862	258.608337
4798	113.676903	256.958069
4799	92.700226	152.627747
4800	92.287849	160.979401
4801	92.636017	157.477173
4802	94.23938	128.741135
4803	93.90213	121.008575
4804	91.839897	186.76535
4805	90.692459	136.795395
4806	101.727074	142.763306
4807	118.140129	112.961952
4808	128.37178	266.987946
4809	137.393784	266.932739
4810	131.266083	262.445618
4811	135.4711	263.654022
4812	127.882141	254.62944
4813	128.376938	259.957123
4814	124.877075	264.868225
4815	124.285522	261.893158
4816	134.862213	260.363159
4817	132.282379	264.519714
4818	129.339157	256.281372
4819	125.948738	260.090698
4820	117.392967	171.86557
4821	114.928024	111.931343
4822	124.298691	168.376373
4823	115.386513	136.271118
4824	117.792381	169.107437
4825	110.791962	172.372528
4826	113.149055	157.478134
4827	126.236931	154.661148
4828	113.482597	151.418228
4829	120.376068	158.406754
4830	123.25177	150.011871
4831	112.200417	148.070496
4832	101.151382	143.56987
4833	109.510742	143.583572
4834	102.660034	136.678314
4835	108.697121	138.422913
4836	111.704384	146.255493
4837	114.000549	116.878235
4838	119.02639	63.861446
4839	115.951637	52.394352
4840	119.627777	50.549122
4841	117.732574	50.967846
4842	112.166397	101.130928
4843	119.677361	116.80024
4844	112.132774	124.021797
4845	115.164421	125.510468
4846	106.787247	122.0923
4847	105.299332	125.18325
4848	86.886261	118.151283
4849	100.981155	121.780258
4850	103.792175	118.493416
4851	102.049141	124.462646
4852	93.024994	123.596992
4853	98.128815	126.545052
4854	106.160652	125.735748
4855	107.057228	104.403053
4856	104.334557	118.584747
4857	107.521996	124.835167
4858	99.874039	123.117096
4859	105.749901	104.86042
4860	103.123985	121.019226
4861	93.275185	124.505638
4862	99.915436	125.767982
4863	106.479683	119.005493
4864	114.390785	113.760307
4865	105.347038	117.750427
4866	109.036064	124.241348
4867	107.09864	110.796425
4868	101.235947	110.230186
4869	97.115181	116.395325
4870	98.021202	119.687004
4871	96.226944	117.309608
4872	100.75592	119.74971
4873	98.282501	103.945381
4874	92.73835	120.099762
4875	86.297379	119.515167
4876	96.08168	120.772949
4877	88.961937	120.448532
4878	98.491623	109.542992
4879	84.918823	115.729324
4880	81.152855	116.76342
4881	95.81459	119.868683
4882	98.859314	101.873596
4883	86.603035	113.151917
4884	80.75293	117.94487
4885	92.081978	124.899109
4886	86.041023	116.576126
4887	90.465302	122.800743
4888	98.200493	119.595245
4889	80.389076	112.110146
4890	65.399719	115.646873
4891	62.574398	135.695068
4892	63.009632	164.849548
4893	74.760345	149.93486
4894	144.198944	144.199997
4895	130.101578	150.024551
4896	128.436691	121.71431
4897	57.672619	154.368927
4898	96.920952	140.086929
4899	256.932495	139.787308
4900	247.890671	147.792068
4901	253.756363	140.259308
4902	94.636719	127.169441
4903	86.048058	146.000046
4904	75.034874	136.991028
4905	122.240593	150.049316
4906	109.496773	145.171875
4907	129.217529	153.24646
4908	106.990799	150.227737
4909	131.519211	146.149673
4910	152.640594	138.578064
4911	154.799362	137.899139
4912	123.590477	146.65123
4913	130.004547	150.768417
4914	178.836884	136.56189
4915	122.480698	135.094986
4916	137.31781	137.335526
4917	168.5634	149.456497
4918	120.927765	154.088272
4919	136.789978	142.828827
4920	161.064316	151.158142
4921	164.226273	148.365448
4922	115.268112	145.409546
4923	131.478821	149.487183
4924	252.870941	149.643723
4925	243.828125	131.13916
4926	252.947769	127.012558
4927	236.611404	137.523468
4928	249.902298	123.929405
4929	255.126434	121.279747
4930	254.16423	139.351959
4931	251.081131	128.092834
4932	252.73114	132.842224
4933	254.734222	136.551392
4934	254.843719	133.216995
4935	255.159805	144.067886
4936	246.251541	140.64946
4937	173.338318	133.895676
4938	170.850021	131.297974
4939	123.695175	135.519745
4940	114.546364	132.836288
4941	108.2481	138.767181
4942	111.992767	134.375
4943	151.448029	131.316528
4944	127.783279	141.091248
4945	144.369125	132.331573
4946	160.218887	138.758575
4947	142.70047	132.702744
4948	183.830292	123.777534
4949	252.475189	140.51088
4950	132.900269	129.0354
4951	161.870605	138.26741
4952	159.525558	137.926804
4953	158.43309	135.051163
4954	148.1035	137.42186
4955	157.082016	137.585892
4956	109.317085	134.193085
4957	146.261414	133.718475
4958	157.739899	124.540161
4959	160.16748	131.029617
4960	113.681755	135.63298
4961	192.423325	137.116364
4962	252.990875	136.683228
4963	93.567589	135.788422
4964	53.579399	134.15773
4965	56.105988	135.800568
4966	128.566116	134.563721
4967	248.057434	135.132843
4968	198.654144	135.762543
4969	154.169907	140.883789
4970	185.863663	136.916901
4971	138.738327	128.955719
4972	252.93251	137.948639
4973	249.655197	138.277451
4974	168.34166	164.823059
4975	184.167084	152.565781
4976	110.981155	150.342636
4977	251.721924	143.059982
4978	239.453537	144.368317
4979	136.31546	144.25412
4980	167.483841	132.956604
4981	189.44014	135.251205
4982	253.019669	132.89653
4983	157.814529	134.807434
4984	192.835251	120.266052
4985	250.82756	122.326958
4986	169.727417	128.955322
4987	177.253067	128.24437
4988	105.040207	122.678131
4989	125.155472	123.13092
4990	136.263641	133.835648
4991	157.401596	127.667854
4992	155.847351	115.152168
4993	145.64415	102.112343
4994	143.937424	117.017059
4995	162.608917	113.420303
4996	154.740097	116.144684
4997	145.631958	114.539833
4998	155.157822	149.18306
4999	150.551346	165.218292
5000	149.635651	153.479248
5001	154.958923	148.120758
5002	155.69931	150.587692
5003	151.718246	145.642059
5004	158.762619	145.463821
5005	150.191299	150.531555
5006	159.760651	149.982101
5007	229.49855	151.232742
5008	243.563705	146.412933
5009	243.061401	143.786362
5010	247.23114	148.091934
5011	239.095047	140.575333
5012	242.015152	141.294617
5013	236.640945	143.67247
5014	247.019455	142.928665
5015	175.284042	138.837753
5016	131.22757	128.976089
5017	131.552368	144.002777
5018	149.200836	147.029144
5019	106.465225	136.103683
5020	147.186249	137.990265
5021	156.405762	142.076736
5022	158.464813	139.112549
5023	146.778183	133.828293
5024	151.829117	117.186089
5025	154.509598	138.282684
5026	143.578903	133.095947
5027	242.505066	134.991928
5028	169.181442	130.123215
5029	194.953568	129.249283
5030	235.848373	131.046097
5031	133.929565	131.765778
5032	136.565613	126.396896
5033	164.365524	127.915878
5034	63.157085	116.236336
5035	114.708672	127.714119
5036	65.58136	130.466553
5037	118.8769	120.319908
5038	114.824905	119.997414
5039	127.411697	112.770721
5040	132.106293	119.738091
5041	77.259155	123.966034
5042	74.162796	119.294556
5043	122.797508	115.750801
5044	158.41333	122.558983
5045	125.264244	122.154396
5046	80.336357	128.35347
5047	113.030556	107.566803
5048	244.854233	120.582367
5049	173.3797	125.954506
5050	62.220982	124.14592
5051	95.288925	122.963066
5052	211.896942	117.860443
5053	247.082947	122.945267
5054	175.214203	125.093414
5055	81.354233	123.497002
5056	103.927673	110.032356
5057	245.660919	126.363716
5058	134.496506	121.349838
5059	176.372345	120.281395
5060	135.687714	119.888298
5061	88.228256	125.303864
5062	136.421921	111.106949
5063	105.341743	118.447281
5064	124.192558	121.079315
5065	174.90387	126.157669
5066	247.906784	109.587997
5067	132.542496	117.3172
5068	85.702827	116.530899
5069	73.740822	110.931
5070	120.424629	105.120964
5071	209.678238	107.317863
5072	238.516861	113.91436
5073	241.628418	109.026108
5074	249.729889	105.024231
5075	169.446289	105.103973
5076	170.293274	107.41729
5077	248.357819	111.78022
5078	237.174194	98.452438
5079	245.531311	121.494354
5080	153.088654	119.230034
5081	115.062889	113.712578
5082	141.46402	115.235252
5083	144.542084	113.062698
5084	155.562378	102.373787
5085	195.249527	105.167679
5086	112.047325	95.547371
5087	149.413971	108.621994
5088	159.009689	110.179039
5089	89.902176	114.481956
5090	128.27211	89.394264
5091	151.959763	104.013077
5092	113.264709	109.687157
5093	80.588463	105.833549
5094	131.43045	114.84668
5095	131.161102	117.104744
5096	122.619675	111.498856
5097	140.910767	109.687737
5098	110.381035	107.172661
5099	111.164406	110.77755
5100	165.475601	109.238297
5101	156.01503	105.250282
5102	113.148903	97.064163
5103	177.676758	99.842865
5104	103.25486	96.646011
5105	172.948593	95.32103
5106	103.658112	93.599876
5107	130.871445	100.348984
5108	163.87056	100.703911
5109	87.813194	100.864014
5110	69.421242	101.20932
5111	117.106827	99.680153
5112	88.263969	101.24633
5113	123.355896	93.48024
5114	147.245285	97.797104
5115	111.06929	145.051819
5116	54.675243	177.809418
5117	68.544022	182.148895
5118	120.631096	177.378906
5119	77.088089	143.275986
5120	51.37479	124.470032
5121	97.368134	288.300751
5122	224.285629	333.973633
5123	299.433807	322.902374
5124	246.809235	258.103668
5125	137.490097	249.086975
5126	190.522552	262.723236
5127	231.351639	203.224213
5128	278.278259	200.482117
5129	481.136108	168.481049
5130	258.727997	185.760971
5131	270.311432	277.777679
5132	299.308258	224.497223
5133	221.07515	226.531326
5134	495.41095	218.428879
5135	485.646484	216.638275
5136	484.848602	232.951538
5137	475.63501	230.090744
5138	253.669464	216.472946
5139	256.057251	224.049469
5140	299.017273	226.299408
5141	290.520355	212.943283
5142	296.408356	236.419861
5143	305.867523	174.065948
5144	306.841461	204.08786
5145	310.567535	190.567459
5146	318.359589	187.483521
5147	301.367981	274.371979
5148	301.295471	315.206268
5149	315.4039	324.19397
5150	305.99054	164.522034
5151	194.623596	156.174637
5152	184.85437	161.681152
5153	236.531021	158.102463
5154	286.355347	296.037506
5155	286.375885	328.307434
5156	295.291107	311.805634
5157	289.649384	234.192078
5158	308.912659	195.99678
5159	294.225891	185.866653
5160	320.849426	181.015137
5161	302.935181	190.910294
5162	290.463501	194.286423
5163	305.726227	187.872345
5164	292.609436	204.479126
5165	301.43512	193.902237
5166	198.081039	193.094467
5167	193.757126	204.094681
5168	229.001251	202.087646
5169	296.326935	205.108841
5170	376.360626	201.175308
5171	477.298004	205.47963
5172	482.718414	191.249466
5173	489.607697	200.272842
5174	490.091125	195.92627
5175	489.101715	199.444077
5176	487.967926	197.769196
5177	245.927582	298.564423
5178	276.313721	364.03833
5179	486.408203	341.998871
5180	491.805054	299.522278
5181	486.564789	343.437531
5182	487.400879	323.353577
5183	481.907257	330.049316
5184	485.401978	280.833008
5185	459.474152	288.831573
5186	248.539932	322.93219
5187	274.61496	319.689026
5188	186.995895	322.227295
5189	227.254562	324.67392
5190	242.496307	316.112854
5191	266.982422	289.278809
5192	238.441605	270.790039
5193	312.168213	290.568909
5194	233.213821	285.613159
5195	182.986374	271.304993
5196	253.634171	269.38562
5197	113.894409	253.323212
5198	104.775253	264.533691
5199	100.530815	231.924423
5200	114.215881	288.188599
5201	210.800827	315.275879
5202	235.653259	321.622253
5203	108.85302	293.246704
5204	236.319458	270.768829
5205	246.125824	243.873322
5206	237.259888	213.954712
5207	235.85733	193.23114
5208	238.970749	197.61673
5209	270.60199	209.120255
5210	454.795898	197.058502
5211	490.641479	198.248978
5212	480.050598	202.132446
5213	263.781708	204.693558
5214	204.637009	192.825943
5215	238.694168	194.290817
5216	235.298965	194.492508
5217	234.395096	191.834106
5218	353.979218	196.882401
5219	254.408401	174.570007
5220	298.18927	179.699448
5221	486.452637	167.987518
5222	477.83429	161.880051
5223	469.994141	174.184586
5224	248.859192	170.277283
5225	289.570648	162.81778
5226	487.314545	179.569138
5227	472.355469	156.148468
5228	145.441818	147.714844
5229	120.024628	169.688873
5230	119.202293	170.243591
5231	228.968597	162.957733
5232	226.199036	160.045715
5233	229.461823	162.868118
5234	379.92099	181.032318
5235	473.840973	170.804367
5236	474.690277	168.205032
5237	468.763031	178.441635
5238	462.612366	188.827454
5239	465.392578	165.366486
5240	469.200226	166.955338
5241	478.809357	165.562881
5242	476.872009	181.535156
5243	464.572968	165.301895
5244	479.895416	173.377808
5245	471.681519	178.726196
5246	471.723297	170.05394
5247	479.811707	163.122116
5248	475.842072	167.267853
5249	479.91806	187.204132
5250	243.0746	180.578705
5251	280.961151	136.193619
5252	247.42218	171.663513
5253	130.494415	182.305862
5254	195.577972	178.060303
5255	236.422028	171.867157
5256	278.568207	178.363571
5257	476.516479	157.519089
5258	482.35202	178.492889
5259	479.832275	176.411194
5260	249.098633	168.65889
5261	306.817871	173.931244
5262	477.654724	181.483215
5263	475.790802	172.849701
5264	476.86322	163.612961
5265	256.508026	143.402542
5266	269.766388	175.38858
5267	445.625366	172.50563
5268	222.631744	187.603119
5269	281.278168	170.95256
5270	452.348358	171.381012
5271	478.792267	174.326126
5272	458.085358	174.041656
5273	452.921692	169.191162
5274	449.852203	176.507706
5275	456.623535	167.496796
5276	478.634491	177.43782
5277	478.202698	148.138016
5278	245.640778	190.604691
5279	297.97052	173.017532
5280	458.268677	187.804932
5281	230.311371	239.326126
5282	227.529938	313.380188
5283	190.965378	334.414673
5284	243.200226	320.614288
5285	229.602661	313.508148
5286	348.896942	281.365204
5287	475.646454	261.621765
5288	471.48465	302.850128
5289	463.792114	276.450073
5290	476.031769	305.448486
5291	472.813385	295.850372
5292	152.662674	300.705475
5293	204.880783	322.179047
5294	237.66304	317.576477
5295	235.312164	318.561493
5296	221.196106	291.61438
5297	214.11554	316.851654
5298	242.578705	298.367188
5299	115.766891	289.756439
5300	238.838074	278.962372
5301	236.107941	193.223572
5302	259.337067	198.882675
5303	160.248337	177.873886
5304	223.036911	170.249725
5305	234.76738	168.040771
5306	119.913788	185.986359
5307	196.238174	232.629013
5308	256.269043	294.14798
5309	247.227127	272.876343
5310	135.079422	305.063019
5311	468.41684	307.675659
5312	470.239807	302.959229
5313	470.909668	251.661697
5314	468.375641	265.688873
5315	475.307556	253.817596
5316	478.41748	240.853668
5317	246.499741	250.139267
5318	288.684723	246.304688
5319	249.069046	171.172409
5320	245.441696	165.032135
5321	294.512787	159.255035
5322	467.207642	164.195816
5323	472.776764	135.029739
5324	473.950745	149.248413
5325	145.970703	149.220871
5326	240.501663	166.914963
5327	239.53746	152.926788
5328	258.624298	157.773804
5329	459.144684	117.401924
5330	480.520813	150.942322
5331	478.388824	175.003845
5332	465.162231	178.100372
5333	472.486511	135.311371
5334	468.696899	238.218658
5335	241.712326	322.609314
5336	285.46347	326.587982
5337	235.150223	272.683868
5338	234.102859	255.23317
5339	296.007996	291.186432
5340	461.995178	293.497314
5341	474.074615	307.970764
5342	459.741058	292.771057
5343	472.952667	295.33374
5344	472.701508	281.556427
5345	251.328247	271.678192
5346	257.51535	300.47525
5347	273.988434	315.109467
5348	163.543655	282.111298
5349	231.872025	287.013977
5350	205.337784	255.436005
5351	250.373886	226.605682
5352	288.64798	235.502579
5353	238.060471	260.01532
5354	129.648895	260.481995
5355	187.753754	276.137268
5356	233.118561	301.654358
5357	123.963379	249.972488
5358	120.479759	254.533066
5359	383.956635	322.582001
5360	453.124756	337.501495
5361	448.558685	265.358582
5362	455.94165	260.576263
5363	467.934753	244.112305
5364	454.047546	214.392166
5365	256.77243	225.467636
5366	285.435791	227.132111
5367	461.47226	203.212769
5368	464.916046	210.506973
5369	477.145294	228.081467
5370	259.881195	295.256317
5371	281.910553	248.88855
5372	245.012634	235.04744
5373	135.098404	245.886841
5374	233.96608	233.485321
5375	233.890076	234.173615
5376	133.28511	231.056915
5377	220.793808	246.48526
5378	231.28418	252.403214
5379	220.982834	235.288574
5380	411.004791	221.502304
5381	465.681915	243.749313
5382	471.433655	249.550842
5383	425.054932	245.270004
5384	455.332214	245.089767
5385	463.276642	226.209091
5386	446.441223	243.147888
5387	459.020966	236.477173
5388	241.072739	188.931442
5389	288.327759	237.658829
5390	243.133606	206.669785
5391	143.364807	175.047852
5392	465.386749	277.761566
5393	459.955353	237.467758
5394	457.854706	242.199799
5395	462.064514	227.743835
5396	465.625061	274.401154
5397	461.100647	235.337082
5398	464.478424	279.148285
5399	458.886627	189.683228
5400	464.311951	294.767883
5401	466.785828	277.062988
5402	464.144958	270.080566
5403	450.98587	332.637726
5404	470.793365	262.449921
5405	472.914032	312.049194
5406	434.855835	329.502563
5407	470.990295	352.90329
5408	453.717865	326.159088
5409	444.170135	304.53006
5410	447.584595	310.279785
5411	463.362366	322.76944
5412	465.33255	318.551208
5413	455.19693	309.401154
5414	452.266052	319.303894
5415	254.376953	241.03862
5416	137.881851	256.058228
5417	231.7612	308.688416
5418	108.042389	301.382874
5419	121.136314	295.562927
5420	217.562119	288.590881
5421	230.437271	308.525238
5422	221.611008	264.087524
5423	228.20369	276.075226
5424	117.417572	259.574402
5425	230.567581	288.777405
5426	166.65242	252.074982
5427	215.919785	225.836243
5428	229.986176	289.405304
5429	178.320633	255.326004
5430	258.318665	302.088623
