#MPI_Send				
#size[kB]	latency[ms]	bandwidth[Mb/s]	latency mavg	b mavg
1700	73.445518	181.540466	79.62654795	207.38900695
1701	55.445194	240.477707	78.76259265	212.555372
1702	90.073349	148.027512	82.67727295	206.5132959
1703	101.082802	131.90506	85.27118395	204.7476457
1704	88.72068	150.284393	84.82286395	206.83705685
1705	56.039333	237.928116	87.00481015	205.36697745
1706	66.642487	200.072571	88.86448445	202.05124105
1707	140.607162	113.792206	90.35527005	200.34136095
1708	113.381004	141.117111	87.667413	203.86303225
1709	123.582985	129.467667	88.3130242	203.14164135
1710	113.040779	141.54184	88.44939465	203.00186165
1711	60.930206	262.595551	89.6678353	201.7467797
1712	57.213211	279.655701	92.96215295	194.9253266
1713	56.980801	280.796326	96.0696099	187.644822
1714	57.734203	277.13208	98.0948588	181.81133045
1715	57.016609	280.619965	98.66002775	179.54261785
1716	57.223606	279.604889	98.68464705	179.4224869
1717	55.387402	288.874359	100.7309962	173.59298325
1718	78.987839	202.562836	104.6165875	165.15981865
1719	88.995789	179.783783	107.0585156	161.29016455
1720	56.166412	284.867767	107.68383755	160.1825756
1721	133.7388	119.636185	110.4711556	153.0876118
1722	141.951569	112.714508	110.40104605	153.1509926
1723	92.116402	173.693283	109.16664775	154.33750305
1724	132.359604	120.882805	112.1831482	150.9005844
1725	93.232819	171.613388	111.98150785	151.0905277
1726	96.458199	165.874969	112.14516825	150.79949605
1727	86.850021	184.225632	110.93882745	153.5659542
1728	126.293228	126.689293	109.44041685	158.4189228
1729	126.310394	126.672073	106.0319467	165.84817735
1730	137.409592	116.440201	102.4961969	173.9042542
1731	126.816559	126.166489	98.67582755	181.1965233
1732	119.36235	134.045609	95.4495687	187.7310669
1733	97.485779	164.126495	93.7578104	190.3825378
1734	69.037582	231.757828	93.50333195	190.8345764
1735	57.508995	278.217346	96.9545435	185.04119105
1736	98.150589	163.014816	98.63066425	179.9184997
1737	133.099228	120.211067	98.42580545	180.2735641
1738	127.826401	125.169754	94.78645285	187.5273311
1739	101.502228	157.632004	91.2301729	195.37799105
1740	111.912773	142.968491	89.14500215	200.874583
1741	132.336609	120.903801	86.47556285	207.395766
1742	117.263603	136.444717	82.8232313	214.8435813
1743	152.446411	104.95491	79.8202898	222.00619345
1744	128.326797	124.681671	75.0222376	230.92140875
1745	96.506027	165.792755	71.53190635	238.35782385
1746	72.331383	221.204132	69.79473365	243.0210151
1747	56.881809	281.285004	69.07455445	245.7711036
1748	58.123825	275.274384	70.77292465	240.51265405
1749	55.595398	287.79361	73.65087305	233.66439735
1750	61.002205	262.285583	76.43184455	226.4680022
1751	62.291382	256.857361	78.5074049	221.15758045
1752	85.527184	187.075027	79.296797	218.5607161
1753	92.39621	173.167267	77.99235875	222.6662726
1754	138.061813	115.890121	76.2501579	227.90833495
1755	91.03141	175.763519	72.32956695	235.5253981
1756	94.053413	170.116104	70.69688605	240.4410643
1757	60.312176	265.286407	69.89299315	242.19488435
1758	56.700802	282.182953	71.44180315	237.69400165
1759	59.798813	267.563843	71.54459265	237.20034775
1760	58.523987	273.392151	72.66071355	233.563851
1761	59.289978	269.860107	74.3777351	228.5089529
1762	57.204773	279.69696	75.91932825	223.89281905
1763	56.485367	283.259216	76.46910015	221.63814075
1764	58.520172	273.409973	76.6535932	220.7696868
1765	61.762573	259.05658	77.85665335	216.78660195
1766	57.927799	276.205902	79.6924333	211.9574004
1767	90.849213	176.116013	79.6548824	212.1387984
1768	115.682793	138.30925	78.71653095	214.4314406
1769	111.214828	143.865707	77.9373527	215.50804735
1770	102.513412	156.077148	77.91547085	215.53646535
1771	78.079224	204.920074	77.38455045	216.43819495
1772	59.438419	269.186157	78.2160995	214.63901055
1773	57.552193	278.008514	79.2323278	211.20941765
1774	59.649994	268.231384	79.2775083	210.99454495
1775	58.377792	274.076843	81.1993192	205.73906555
1776	77.975555	205.192505	83.1365606	200.2722336
1777	91.288376	175.268753	84.0003538	198.4114334
1778	58.756592	272.309875	84.2377161	197.9782379
1779	82.121231	194.833908	85.2546259	194.4771904
1780	92.864418	172.294189	84.08562375	198.35455935
1781	90.121841	177.53743	83.52034285	199.54872365
1782	68.200211	234.603394	84.00230125	198.6910172
1783	60.175228	265.890137	85.14836255	195.74034045
1784	82.581375	193.748276	87.2373314	190.29246295
1785	98.478172	162.472549	86.0004017	194.435643
1786	57.176781	279.833862	85.09519315	196.2654831
1787	72.082184	221.968857	86.79788325	191.04277955
1788	100.099228	159.841385	86.10844345	193.66801985
1789	110.777191	144.434067	86.59852255	192.95524215
1790	91.895004	174.11174	86.1412117	193.60515515
1791	94.710205	168.936386	87.2874115	191.86705625
1792	79.762985	200.594299	88.26289175	190.42427595
1793	58.455803	273.71106	89.97175215	187.41578825
1794	98.086212	163.121796	93.12401275	180.31454235
1795	97.12262	164.740204	94.4835327	178.5443214
1796	95.251419	167.976501	95.9626697	176.6211719
1797	96.035622	166.604843	97.31128915	174.76771655
1798	79.094788	202.288925	95.890298	178.2690296
1799	58.741188	272.381287	94.96508855	181.35795095
1800	81.5588	196.177475	97.41902835	175.15866125
1801	99.761009	160.383301	99.05075785	172.355447
1802	91.121437	175.589859	99.8681975	171.22631185
1803	101.954605	156.932587	100.78134525	169.7604763
1804	57.842781	276.611877	99.20951335	173.2584728
1805	80.374001	199.069351	99.97309405	170.3696369
1806	91.230583	175.379791	100.95550255	168.4143963
1807	58.293388	274.473663	99.40850205	172.9144787
1808	109.90081	145.585831	99.5176932	172.418919
1809	101.630974	157.432327	97.0296046	178.442136
1810	114.819	139.349762	95.0030848	183.66368525
1811	114.21981	140.08078	92.3094151	189.8226559
1812	113.940193	140.424545	89.56080405	196.3212765
1813	121.501015	131.686142	88.65507325	197.64855085
1814	125.276611	127.717377	85.8071015	203.45935405
1815	126.70536	126.277214	82.56337155	210.3180775
1816	122.223808	130.907394	82.53284445	210.34864885
1817	67.615799	236.631104	82.79680475	210.07764055
1818	60.590599	264.067352	84.0835044	206.81600265
1819	107.819984	148.395493	84.3781661	205.645636
1820	114.19339	140.11319	82.6300075	209.20630415
1821	116.109802	137.800598	83.95753895	207.88472285
1822	109.384392	146.273148	85.62009845	206.35084375
1823	70.517967	226.892517	88.49324945	203.83198615
1824	73.114395	218.835159	91.86129105	198.28955755
1825	100.022171	159.964539	96.75262255	192.02777625
1826	60.290573	265.381439	100.7817226	188.4591258
1827	60.477211	264.562469	105.8060436	180.16589005
1828	60.139038	266.050171	107.9862312	174.6240909
1829	61.100578	261.863312	107.97957915	174.6535831
1830	60.945606	262.529175	107.92275925	174.9017154
1831	59.247589	270.053192	107.8993704	175.0032443
1832	95.825577	166.970032	108.3325293	173.28074905
1833	64.54158	247.902206	108.23018095	173.46297715
1834	60.402012	264.891846	113.639543	165.6994041
1835	126.094818	126.888641	117.3425221	158.4044662
1836	127.503014	125.487228	114.98025175	162.20595625
1837	93.349792	171.398346	111.61914105	169.2028183
1838	66.483833	240.660019	110.064721	173.48195495
1839	72.856812	219.608856	111.89306955	169.21211545
1840	140.744019	113.681564	116.1599488	163.28874165
1841	149.360992	107.123016	116.56159825	162.9818382
1842	166.847412	95.895996	115.74013905	163.64381065
1843	137.878799	116.043945	113.9918282	164.91507685
1844	170.941025	93.599533	113.6093789	165.25586665
1845	180.604172	88.59153	111.3480977	166.93946995
1846	160.776993	99.516724	107.20667885	170.6918774
1847	104.080963	153.726486	106.02971885	171.5453396
1848	60.005997	266.640015	105.499812	172.416737
1849	59.96418	266.825958	107.6120625	166.90862005
1850	60.477829	264.559753	109.94772305	161.06656835
1851	67.910767	235.603287	112.3345837	155.23126795
1852	93.77861	170.614594	114.6963463	150.3988041
1853	172.728821	92.630745	114.3280659	151.1259403
1854	134.461594	118.993088	109.66748585	156.555117
1855	78.849411	202.918442	106.75965655	161.08970255
1856	60.2808	265.424469	108.4701859	158.01966925
1857	62.261391	256.981079	110.28657535	153.02928305
1858	103.050804	155.263229	111.7902859	148.8442756
1859	158.194397	101.14138	109.88767705	153.38906625
1860	148.777008	107.543495	105.10038705	161.14253345
1861	132.931808	120.362465	103.26621615	162.90225215
1862	131.881195	121.32132	101.8009669	164.60413775
1863	130.229813	122.859741	98.95684765	169.2049083
1864	125.715401	127.271599	95.5282666	176.0366771
1865	97.775795	163.639679	92.50352635	181.9391616
1866	137.237793	116.585968	90.72068695	186.6356841
1867	93.482826	171.154434	88.775017	188.9427184
1868	102.251007	156.477676	88.020365	190.59040745
1869	106.677391	149.984924	85.9381457	195.9664016
1870	108.215042	147.853745	83.90857415	200.57260125
1871	115.146019	138.95401	81.572642	206.1888053
1872	86.413002	185.157318	79.911122	209.0072524
1873	79.51722	201.214279	80.75574135	207.4934165
1874	76.305008	209.684799	82.0575186	205.0118499
1875	113.059998	141.517776	84.5052977	200.9142955
1876	96.608589	165.616745	84.71398795	200.6623775
1877	92.335602	173.28093	87.34532835	197.7421989
1878	64.998627	246.159042	87.54090785	197.3900825
1879	62.448597	256.210724	90.8321859	191.1972076
1880	112.09359	142.737869	94.56185565	184.22429805
1881	103.626823	154.400177	95.752745	182.9735935
1882	74.99881	213.336731	96.90812375	181.5659988
1883	61.658192	259.495117	101.61887205	175.62691
1884	65.220596	245.321289	107.05511145	167.347459
1885	62.119007	257.570129	112.4807508	159.6861515
1886	98.324394	162.726654	118.2686214	151.3051495
1887	78.389786	204.108215	122.1623115	147.70915835
1888	60.606621	263.997559	126.9213134	142.11284375
1889	66.08596	242.108917	132.7783809	133.41372075
1890	61.496399	260.177826	138.2827743	125.84924435
1891	81.915619	195.322952	144.1034759	117.336998
1892	103.305389	154.8806	147.00267405	113.2892376
1893	105.552765	151.582947	146.4914543	114.13987235
1894	125.26059	127.733711	144.4193466	119.03915825
1895	117.233803	136.479416	141.37535665	125.07854005
1896	149.235397	107.213173	138.6913761	130.84225235
1897	96.247192	166.238602	134.44755595	137.9118679
1898	130.824188	122.301544	135.2616482	136.7092136
1899	137.041992	116.752533	134.5579388	137.4463848
1900	135.911377	117.723778	133.38878905	138.647356
1901	126.734398	126.248283	132.4087117	139.63934705
1902	169.213776	94.554955	129.2923211	145.74802285
1903	170.38298	93.906097	125.3655217	149.8427223
1904	173.733383	92.095139	123.43625305	151.21733055
1905	177.876419	89.950089	121.2888234	152.72949255
1906	176.198196	90.806831	118.98011445	154.3062965
1907	173.569824	92.181923	116.4328145	156.1530685
1908	177.747971	90.015099	114.2489217	157.7029369
1909	176.173828	90.819389	111.853864	159.36328805
1910	177.910431	89.932899	109.3768117	161.1397979
1911	139.899582	114.367744	105.86036845	164.0793712
1912	93.080994	171.893295	103.45728845	167.0719772
1913	64.110611	249.568665	103.98873795	166.1911308
1914	64.380791	248.521347	105.69928635	161.84926295
1915	63.554192	251.753662	107.5332066	157.3393478
1916	64.358994	248.605484	109.9063679	151.9577415
1917	112.529037	142.185516	114.8817776	144.40946955
1918	116.75	137.044968	117.7945065	141.9844837
1919	113.658997	140.771957	120.51144605	139.8081699
1920	116.30983	137.563599	123.46947445	137.39867745
1921	64.406586	248.421799	125.8550816	135.39789275
1922	90.677788	176.448944	129.2272503	129.0443058
1923	131.797607	121.398262	132.57035065	125.2999405
1924	130.78479	122.338379	135.3782486	123.48635255
1925	131.70224	121.486168	137.82801895	121.8193119
1926	125.252197	127.742271	140.329525	120.147081
1927	129.891968	123.179291	142.9604744	118.25760465
1928	129.846817	123.222122	143.21990735	118.02102895
1929	126.632782	126.349586	143.18387755	118.0554116
1930	107.581566	148.724365	144.48236695	116.98030785
1931	91.837982	174.219864	144.93329775	116.4051423
1932	103.709984	154.276367	147.1710892	113.55092935
1933	98.321579	162.731308	148.5918301	111.8919923
1934	101.059196	158.323044	150.8337208	109.343604
1935	111.017418	144.121536	151.26903995	108.7157109
1936	163.867188	97.640045	151.5206074	108.40328795
1937	170.783615	93.685799	148.57765655	111.13974045
1938	171.088791	93.518692	144.8922848	114.6964013
1939	172.819565	92.582108	142.69719585	116.3104169
1940	164.021973	97.547905	142.64834635	116.33673525
1941	131.84996	121.35006	143.6614773	115.80045175
1942	157.539795	101.561638	144.3272488	115.2439042
1943	187.955566	85.126503	142.720179	116.5454892
1944	179.780197	88.997566	138.0284615	120.78884135
1945	181.732361	88.04155	133.08855025	126.21770525
1946	177.871185	89.952744	128.4263516	130.85636185
1947	135.080627	118.447777	124.72479065	134.06288725
1948	129.126221	123.909775	123.09107025	135.95252385
1949	152.60257	104.847511	121.77316825	137.5415459
1950	116.600182	137.221054	120.02564855	139.09887435
1951	136.593811	117.135605	120.28390085	138.80784195
1952	132.124802	121.097626	118.9838192	140.18484695
1953	143.159393	111.763542	115.68989025	146.2061261
1954	109.765579	145.765182	112.56850925	150.52730645
1955	116.048767	137.873077	115.08139075	148.2383222
1956	105.008171	152.369095	116.27998315	147.05811285
1957	97.07618	164.819016	117.42690545	145.69226585
1958	127.187012	125.799004	118.97717665	143.6973329
1959	171.842575	93.108475	119.7830551	142.98989765
1960	184.284592	86.822235	119.6158165	143.0823102
1961	145.16539	110.219109	119.5927757	143.09319275
1962	125.398399	127.593338	119.9786659	142.8149903
1963	94.121216	169.993546	120.42312585	142.3926869
1964	80.981972	197.574844	122.50840645	139.7828621
1965	88.488388	180.814682	125.68818815	135.43748055
1966	103.839966	154.083252	130.83906935	130.57416115
1967	102.406219	156.240509	134.4833305	127.3968006
1968	102.768181	155.690216	137.97498015	124.22947845
1969	117.652176	135.99408	141.66787145	120.97431185
1970	121.765228	131.400406	144.37842365	118.82947235
1971	110.592178	144.675705	147.0477413	116.82692415
1972	66.246223	241.523209	149.6818638	114.4928593
1973	80.731773	198.187149	153.2285332	108.24846915
1974	160.023209	99.985497	154.2569134	106.2364948
1975	140.020615	114.26889	151.24764445	109.2502151
1976	127.946617	125.052155	149.56093295	111.0636047
1977	128.081604	124.920357	148.5543511	112.23111645
1978	143.304581	111.650299	147.3760796	113.63941605
1979	168.497803	94.956726	145.8095818	115.2013774
1980	183.823776	87.039886	144.98124165	115.7190894
1981	152.883194	104.65506	143.74784245	116.3936164
1982	134.287598	119.14727	142.9400925	117.01188805
1983	135.826828	117.79705	141.0109333	119.4135959
1984	144.577606	110.667213	137.55797155	125.505603
1985	191.506012	83.548294	135.2025505	128.1799648
1986	176.725189	90.536041	129.69930115	133.82560995
1987	172.239212	92.894066	124.70491145	139.7104046
1988	176.626007	90.586884	121.19800035	142.90108035
1989	171.86322	93.09729	115.7114098	150.33091965
1990	175.151581	91.349442	110.3588078	158.0196045
1991	163.274628	97.994408	104.84870915	165.76937405
1992	137.179611	116.635406	100.270538	172.0255115
1993	101.299377	157.947662	97.24860655	176.61841925
1994	99.83783	160.259903	97.3774289	176.42253915
1995	106.286385	150.536682	95.71140755	180.43647195
1996	107.81498	148.40239	94.9916169	181.61564525
1997	104.516174	153.086349	95.04141775	181.5477238
1998	111.974625	142.889526	95.4896874	180.9430096
1999	151.931	105.310966	97.95580755	178.75832675
2000	159.155792	100.530426	96.09381565	180.4680325
2001	136.728195	117.020493	91.49467625	187.3510571
2002	95.704414	167.181427	89.64455725	189.52202725
2003	66.767593	239.637192	93.4779584	185.8040692
2004	97.469185	164.154449	98.8259496	178.42712485
2005	81.441025	196.461197	103.00080885	174.64011315
2006	76.837395	208.231934	105.20282835	171.19249925
2007	102.10099	156.707581	109.25264945	165.84952475
2008	66.894196	239.18367	110.75895175	164.0643456
2009	64.81118	246.870987	114.7692926	157.54360165
2010	64.949608	246.344833	117.8621824	151.5157265
2011	71.711205	223.117157	123.55265215	143.6737839
2012	76.740982	208.493561	128.5510618	137.17777445
2013	103.875824	154.03006	133.3312521	131.3949543
2014	66.517403	240.538559	136.6810217	128.37534025
2015	91.890572	174.120148	142.25125215	120.8447643
2016	108.810997	147.043961	146.47458475	116.67500455
2017	113.481567	140.992065	149.82114505	113.874929
2018	161.297028	99.195869	152.7706385	111.46377525
2019	114.691162	139.505081	153.2042864	111.2106949
2020	67.173004	238.190918	156.80316945	108.5211056
2021	99.725815	160.439896	158.9288786	103.9050282
2022	172.372437	92.822266	159.61875745	102.93003965
2023	173.727417	92.098305	156.72823505	105.27204555
2024	180.96637	88.414215	155.0273142	106.3933186
2025	125.481415	127.508919	153.50390565	107.28828585
2026	157.833817	101.372444	154.4053636	106.4873417
2027	132.227036	121.003998	155.10190365	106.0762562
2028	147.101013	108.768791	156.1256425	105.26502495
2029	126.668976	126.313484	156.14538435	105.25046695
2030	178.759003	89.505981	157.4322221	105.4962254
2031	171.679398	93.196968	155.09524775	108.59556395
2032	172.344788	92.837158	153.4305398	111.16192025
2033	170.871216	93.637779	152.03665015	113.44205865
2034	177.922012	89.92704	147.97842525	119.907607
2035	176.357224	90.724953	142.93452495	128.3908494
2036	175.742203	91.04245	140.71231425	131.4353551
2037	172.471436	92.76899	138.73901635	134.22126895
2038	169.969986	94.134262	135.3399437	139.15311515
2039	186.668823	85.713295	131.64358215	144.8584321
2040	109.687187	145.86937	126.1785927	153.4978345
2041	113.523392	140.940125	126.3031704	155.1187108
2042	114.561989	139.662384	127.2244007	155.6504483
2043	139.709	114.523766	127.1179134	157.561575
2044	150.498199	106.31356	125.6971767	160.820575
2045	143.510574	111.490036	124.96866875	162.8617314
2046	171.764618	93.150734	124.68140145	164.54595535
2047	152.701813	104.779373	123.60750695	166.5423661
2048	147.49585	108.477631	121.8100414	169.86852425
2049	152.405731	131.228653	118.17288625	177.822078
2050	132.019516	151.492752	114.2776249	184.6833733
2051	138.385239	144.524094	111.64508745	189.70814975
2052	144.466995	138.439926	108.8730751	194.53812865
2053	89.706718	222.948746	105.6627632	200.07552185
2054	77.044006	259.591888	104.9630642	202.13590165
2055	131.91301	151.615067	106.879303	197.8241631
2056	136.276245	146.760727	107.46530305	197.2055977
2057	104.489983	191.405914	105.9077412	199.38004535
2058	96.042755	208.240601	104.9339802	201.5724129
2059	77.369034	258.501343	106.10671925	199.52875595
2060	112.178741	178.286896	108.2966179	194.8567604
2061	131.947998	151.574875	109.5858933	193.19067
2062	112.432243	177.884918	110.56840445	192.2083099
2063	111.294266	179.703766	112.8068181	189.6753662
2064	135.92804	147.136688	114.3100293	187.76439055
2065	137.765228	145.174515	112.7197533	190.01162645
2066	150.286728	133.078949	114.56530385	188.47777785
2067	116.752502	171.302536	115.34985355	187.8487354
2068	74.752747	267.548706	117.9743653	185.1922817
2069	74.500504	268.454559	123.37863775	177.2841629
2070	79.368767	251.988281	128.6994759	169.38882335
2071	82.944992	241.123672	132.24675105	163.44213755
2072	80.260757	249.18779	134.14550175	159.6558842
2073	75.712738	264.156342	133.61472825	161.5549679
2074	115.368782	173.357117	133.3480542	162.5558834
2075	143.633011	139.243759	131.04002845	168.3371685
2076	105.125008	190.24968	127.224902	176.2270954
2077	85.014763	235.253265	126.80970195	177.0429485
2078	119.497536	167.367462	129.6168152	172.36459385
2079	121.167007	165.061432	130.38092615	171.41573295
2080	137.964249	144.965088	130.76464885	170.92413825
2081	151.598221	131.927673	130.1808094	171.5943264
2082	157.200516	127.226044	127.766386	174.6775715
2083	141.35849	141.484253	123.3402225	182.87713205
2084	104.12252	192.081406	119.92310025	189.4985386
2085	174.676239	114.497543	118.23628885	194.1017803
2086	165.977722	120.4981	112.9517498	202.87271155
2087	169.242737	118.173462	108.1178009	211.27808305
2088	182.838196	109.38633	103.17486535	219.57717975
2089	180.917267	110.547768	97.43276865	228.81455425
2090	150.31427	133.054565	91.94538005	237.3381302
2091	120.920006	165.398605	89.1961903	241.17522665
2092	69.645287	287.169464	88.5711548	242.12874685
2093	70.379257	284.174652	88.5834034	242.0784188
2094	69.208267	288.982819	88.58826715	242.0588067
2095	67.330482	297.042297	91.52111665	235.43039865
2096	96.821007	206.566742	96.56418195	226.52387705
2097	141.157028	141.686172	100.76458135	221.72562685
2098	134.779755	148.390244	102.85931785	220.1042539
2099	128.841461	155.229538	105.07949225	218.26562055
2100	126.28746	158.368851	107.7629914	215.9832521
2101	103.309753	193.592575	110.78632975	213.4194406
2102	68.677246	291.217255	114.7463548	209.21895615
2103	73.016045	273.912384	119.0086946	201.15480435
2104	70.386292	284.14624	121.6751443	195.374019
2105	68.985458	289.916168	123.9113286	189.85405135
2106	69.298744	288.60553	126.0907041	184.24137055
2107	70.384026	284.155396	126.1840032	183.86299985
2108	67.996262	294.13382	126.25464945	183.58339775
2109	71.169495	281.019287	129.43385095	176.47662895
2110	95.330475	209.796494	132.51056525	169.96124505
2111	108.419296	184.469009	134.1344788	167.29561085
2112	69.890259	286.162903	135.20488895	165.7746888
2113	70.476532	283.78241	137.7085255	159.8024476
2114	127.865257	156.414658	139.66017535	154.74495245
2115	168.191788	118.911865	139.01963695	155.6157532
2116	180.828995	110.601738	138.06084865	156.38084795
2117	183.051758	109.258713	134.7835106	159.525124
2118	179.183243	111.617577	133.52416	160.3967247
2119	182.511444	109.582169	133.6909134	160.2947483
2120	186.754227	107.092621	131.76503985	161.7603748
2121	182.510254	109.582886	128.1889309	165.08388475
2122	153.924042	129.934219	124.24796715	169.24878035
2123	126.345039	158.296677	121.9081276	172.08676255
2124	115.109978	173.746887	120.987513	173.43695785
2125	112.572968	177.662552	120.7335289	173.83801985
2126	71.164726	281.038116	120.0784828	175.00796765
2127	71.796951	278.563354	120.08891945	174.9668712
2128	131.580292	151.998444	119.9993843	175.3231426
2129	132.703781	150.711609	116.8631935	182.24618185
2130	127.808746	156.48381	113.94507825	188.16204335
2131	129.827499	154.050568	111.0539669	194.62631875
2132	119.96299	166.718079	108.30630305	200.27952155
2133	109.509529	182.632507	105.86561815	205.99857215
2134	115.054489	173.830673	104.5935177	208.7621464
2135	149.016022	134.21376	104.4950924	208.9134411
2136	115.282234	173.487259	103.6517788	209.76992535
2137	157.864746	126.690727	104.6241661	208.51781505
2138	182.518311	109.578049	103.5401306	209.5262833
2139	143.993973	138.894699	101.15958935	211.4598679
2140	115.232048	173.56282	97.85136485	217.36373525
2141	103.690979	192.880798	96.82040135	219.2549912
2142	107.127251	186.693863	100.42275425	215.3012391
2143	107.932747	185.300583	104.3816917	211.3340596
2144	110.030296	181.768127	107.7164165	207.7955136
2145	99.472046	201.061508	111.20983885	204.2657899
2146	71.373459	280.216187	115.22551115	199.77489865
2147	70.006248	285.688782	120.5269241	191.4010133
2148	68.856476	290.459229	126.11741065	182.6166406
2149	74.341476	269.028839	128.61776005	176.50669335
2150	69.986519	285.769318	130.6261982	171.7880952
2151	74.874222	267.114624	130.86150855	170.8878144
2152	71.149292	281.099091	131.8077232	168.1932328
2153	84.06752	237.903992	135.5195457	161.0165322
2154	113.085983	176.856567	137.1016826	157.7636086
2155	132.14975	151.343445	135.17160985	162.34638755
2156	134.72998	148.445053	133.03408315	165.96499565
2157	136.184036	146.860092	134.99202155	164.2935464
2158	134.907486	148.249741	133.79142	165.86542215
2159	77.829483	256.972046	130.8685841	171.5332482
2160	94.612778	211.387939	130.83143545	171.65708395
2161	175.738037	113.805756	134.00170825	167.41607065
2162	186.306	107.350273	132.1804558	168.90386515
2163	174.627243	114.529663	129.54815675	171.01802035
2164	179.898743	111.173653	127.21375885	173.1077451
2165	179.785492	111.243683	123.7315479	176.6189851
2166	177.401718	112.73848	120.29959865	180.0539346
2167	181.815979	110.001328	115.2752254	187.4185029
2168	118.863464	168.260284	110.4840015	193.5474923
2169	114.510239	174.656876	110.07931555	194.162214
2170	74.692726	267.763702	108.23622965	198.30791635
2171	93.798515	213.222992	108.76660685	196.6430238
2172	145.385742	137.565079	111.4288425	192.7825952
2173	115.710258	172.84552	111.80593145	192.44338695
2174	74.484528	268.512146	112.74701765	191.23428815
2175	89.399216	223.715607	115.84522855	185.1374406
2176	173.888748	115.016068	119.99845655	179.7499795
2177	112.172005	178.297607	119.6937187	179.95886505
2178	76.450768	261.606262	122.54529455	176.95402725
2179	77.08651	259.448761	127.09244305	169.8476529
2180	158.018234	126.567673	131.4427295	162.96934825
2181	139.312988	143.561646	129.95967975	164.4317216
2182	133.660019	149.633377	130.75354495	163.69734125
2183	127.939285	156.324158	131.1291942	163.29917995
2184	110.254524	181.398453	128.5445041	168.59850245
2185	111.146507	179.942673	127.07015335	171.90979545
2186	76.914253	260.029846	125.2460666	176.30585945
2187	85.991501	232.581116	126.90470575	172.38808905
2188	110.769745	180.554718	131.34150535	166.4822308
2189	77.648521	257.570923	131.54491835	166.16241345
2190	85.30027	234.465851	131.82060465	165.3085545
2191	147.043228	136.01442	131.41044115	166.5559361
2192	152.927521	130.780914	130.20753015	167.88628735
2193	134.531982	148.663544	126.43468125	174.2553746
2194	136.448746	146.575195	123.42810625	180.2629704
2195	172.463776	115.966385	123.79665635	179.88735855
2196	167.793991	119.193779	122.5572673	180.86062055
2197	169.203522	118.200851	118.782043	185.7363999
2198	167.393738	119.478775	114.088317	193.10145655
2199	164.092239	121.882668	111.35293185	196.00173195
2200	128.357239	155.81514	109.2059966	198.16158795
2201	155.190292	128.874039	109.60464695	197.7059605
2202	141.173004	141.670151	108.68732215	198.5698605
2203	76.245483	262.310608	110.6236831	197.0449894
2204	80.767509	247.624313	110.56280895	197.25781595
2205	74.664772	267.863953	110.88584555	196.340778
2206	110.087036	181.674438	113.669207	190.6202938
2207	174.727493	114.463951	114.47245715	189.4635151
2208	114.838005	174.158371	113.7999474	189.9408184
2209	83.162247	240.493744	117.44499785	186.5594433
2210	77.097	259.413483	122.3926602	180.02577705
2211	122.985008	162.621445	127.92857255	172.37948415
2212	77.470543	258.162659	130.92723475	169.7141399
2213	74.400482	268.81546	133.06879395	165.1184398
2214	143.819748	139.062958	136.70738345	158.47242465
2215	147.675995	135.431625	135.1825448	160.343613
2216	92.289505	216.709366	134.3063203	161.2553844
2217	75.329002	265.501984	138.21323175	156.28750565
2218	112.686035	177.484283	139.9927316	152.02799485
2219	121.153534	165.079788	140.0363416	151.9598354
2220	136.330246	146.702591	140.6526418	151.19763145
2221	136.843796	146.152039	140.37255375	151.5119442
2222	179.900223	111.172729	140.3332776	151.55413395
2223	75.028	266.567139	138.0257405	153.47216145
2224	87.228241	229.283554	141.726891	146.85291705
2225	130.332001	153.454269	146.3792538	140.9358047
2226	126.152039	158.538864	148.73596765	138.89796485
2227	161.277298	124.010017	151.602528	136.42111055
2228	187.739014	106.530869	153.0296627	135.4887589
2229	182.115494	109.820419	153.279314	135.3507664
2230	187.815247	106.487625	151.2276653	136.94779555
2231	182.958252	109.31456	145.6275169	144.81388975
2232	120.301727	166.248657	141.1276668	150.10533185
2233	147.172272	135.895157	141.36260715	149.79286465
2234	113.322975	176.486725	137.7449836	156.36355175
2235	130.151505	153.667053	137.43413345	156.87576335
2236	170.427734	117.351791	138.0335452	156.2277409
2237	110.918999	180.311768	138.8662967	155.70537915
2238	113.558235	176.121094	140.55768575	153.5984074
2239	133.479538	149.835709	141.07361135	152.8648922
2240	130.728485	152.988846	139.86558295	154.5206501
2241	136.058273	146.995834	137.15575895	159.93763695
2242	133.749481	149.533279	135.78423225	161.79359705
2243	149.05101	134.182251	135.8149856	161.75937235
2244	180.275497	110.941307	134.42464785	163.2980732
2245	177.466278	112.697472	130.21197355	168.165287
2246	183.483246	109.001778	125.11920925	175.7560024
2247	189.819992	105.362984	122.1149471	178.40977245
2248	192.73204	103.771019	121.31954685	178.89165795
2249	141.08252	141.761002	117.7600826	181.93066435
2250	75.812279	263.809509	114.7798061	187.11601895
2251	92.96125	215.143402	114.7471935	187.23048885
2252	125.000534	159.999313	117.2413559	183.47393825
2253	74.819801	267.308899	118.5032158	182.13008985
2254	107.105972	186.730957	119.268763	179.85963775
2255	142.13974	140.706604	117.79982725	183.3885898
2256	187.082764	106.904556	117.76852535	183.41971315
2257	144.74678	138.172333	115.6759617	184.96004445
2258	123.876747	161.45079	115.80833475	184.8359531
2259	109.31897	182.950867	115.78623355	184.86486165
