#MPI_Send				
#size[kB]	latency[ms]	bandwidth[Mb/s]	latency mavg	b mavg
4931	159.31105	251.081131	243.8050728	180.65989215
4932	158.27095	252.73114	248.1950684	176.19936585
4933	157.026413	254.734222	252.81869665	171.53908675
4934	156.958939	254.843719	257.59100195	166.72403015
4935	156.764511	255.159805	263.2471245	161.3870192
4936	162.435532	246.251541	268.1411011	156.48312975
4937	230.762604	173.338318	278.3147255	149.63640695
4938	234.123474	170.850021	280.4507408	148.28256175
4939	323.37558	123.695175	281.42366715	147.62705565
4940	349.203583	114.546364	277.7418167	149.4506709
4941	369.521484	108.2481	277.87460935	149.40744045
4942	357.165924	111.992767	269.7922859	153.6162017
4943	264.117004	151.448029	259.83941345	160.6661071
4944	313.029999	127.783279	268.00848695	157.7720851
4945	277.067535	144.369125	289.6847641	154.0618911
4946	249.658463	160.218887	311.4782074	149.64873425
4947	280.307404	142.70047	314.55148235	148.0660957
4948	217.591995	183.830292	308.5987609	153.3339439
4949	158.431412	252.475189	307.78691015	154.0751365
4950	300.9776	132.900269	312.83804005	149.1598724
4951	247.110962	161.870605	308.5497359	151.8080421
4952	250.743515	159.525558	310.60981585	150.6514282
4953	252.472519	158.43309	305.979888	155.3217758
4954	270.08139	148.1035	301.36731095	159.88288115
4955	254.644043	157.082016	299.7438422	160.89478915
4956	365.90802	109.317085	297.8713439	162.24904255
4957	273.48291	146.261414	297.59701985	162.33224605
4958	253.582001	157.739899	291.86814945	167.60527155
4959	249.738571	160.16748	287.5414008	171.69095345
4960	351.859436	113.681755	289.72632285	170.49835245
4961	207.875015	192.423325	284.07480155	173.18845675
4962	158.108475	252.990875	284.23847575	173.0392975
4963	427.498474	93.567589	284.23757545	173.0407372
4964	746.555542	53.579399	275.53575585	176.2530842
4965	712.936401	56.105988	248.57952645	183.2158768
4966	311.123962	128.566116	220.90631175	192.9519554
4967	161.252975	248.057434	217.1337135	195.01002045
4968	201.35498	198.654144	220.35436705	191.4698021
4969	259.45401	154.169907	229.32694705	186.78910525
4970	215.211517	185.863663	232.33437045	185.3383835
4971	288.312561	138.738327	236.2512238	182.8583824
4972	158.144958	252.93251	234.5419472	183.79154585
4973	160.220978	249.655197	239.46776965	178.9372879
4974	237.612015	168.34166	245.18882065	173.73673555
4975	217.194077	184.167084	247.2031479	172.51652375
4976	360.421539	110.981155	248.64289245	171.4386154
4977	158.905502	251.721924	243.54671325	173.6265625
4978	167.047028	239.453537	249.3346886	168.3220642
4979	293.437012	136.31546	253.8724373	164.10727845
4980	238.82901	167.483841	252.4850914	164.81907275
4981	211.148499	189.44014	253.90943985	163.92666325
4982	158.090469	253.019669	256.25866165	162.2026024
4983	253.462082	157.814529	261.1994095	157.33658445
4984	207.430954	192.835251	261.7086357	157.0317703
4985	159.472107	250.82756	263.93451155	155.3281387
4986	235.671997	169.727417	269.2772575	150.29632565
4987	225.666046	177.253067	270.0123855	149.79798735
4988	380.80658	105.040207	267.44373545	152.4102615
4989	319.602478	125.155472	256.61481085	159.3364364
4990	293.548584	136.263641	248.86306065	165.23173285
4991	254.127029	157.401596	242.27522725	170.7801078
4992	256.661407	155.847351	237.93375005	174.86478035
4993	274.641998	145.64415	233.36462545	179.1731704
4994	277.89856	143.937424	228.0841483	183.72301015
4995	245.988968	162.608917	222.28574815	188.8771117
4996	258.497955	154.740097	221.3963515	189.51086795
4997	274.665009	145.631958	223.7121535	188.3352416
4998	257.802002	155.157822	225.1819731	187.6312621
4999	265.690094	150.551346	225.6966246	187.3334128
5000	267.315979	149.635651	231.1975966	185.12910675
5001	258.132935	154.958923	231.42002395	185.00663665
5002	256.905426	155.69931	231.30063	185.0789786
5003	263.646606	151.718246	231.0764578	185.21725375
5004	251.948471	158.762619	231.52013155	184.9702506
5005	266.327026	150.191299	232.09541155	184.6235755
5006	250.374557	159.760651	231.72324055	184.83949045
5007	174.293045	229.49855	233.1341361	184.03040305
5008	164.228088	243.563705	232.6667342	184.68072885
5009	164.567474	243.061401	236.2769576	180.9616157
5010	161.791916	247.23114	238.30743705	178.55622405
5011	167.297485	239.095047	238.69786595	177.9870857
5012	165.278915	242.015152	245.26621465	172.7288116
5013	169.032455	236.640945	251.64724265	167.45633465
5014	161.930557	247.019455	255.3636222	163.8425636
5015	228.201035	175.284042	278.9341659	154.6494451
5016	304.813995	131.22757	284.9595878	151.6206766
5017	304.061401	131.552368	300.2153602	148.3383661
5018	268.095032	149.200836	301.8364158	147.7045927
5019	375.709534	106.465225	305.849488	145.98579615
5020	271.764526	147.186249	302.7611564	147.03311975
5021	255.745056	156.405762	304.31225355	146.27912195
5022	252.421982	158.464813	317.41189955	142.3217916
5023	272.520081	146.778183	331.7584976	138.10669075
5024	263.454071	151.829117	334.41946865	136.907657
5025	258.883606	154.509598	333.871965	137.23686765
5026	278.592468	143.578903	336.8940338	135.77459995
5027	164.945007	242.505066	347.85973815	132.61247265
5028	236.432556	169.181442	357.30681765	126.13874715
5029	205.177063	194.953568	353.653315	129.9223867
5030	169.600494	235.848373	354.92983785	128.8436933
5031	298.664459	133.929565	378.59330985	120.16232375
5032	292.899475	136.565613	384.6488854	118.23029175
5033	243.360046	164.365524	379.4424622	121.9968582
5034	633.341431	63.157085	375.368908	126.13272935
5035	348.709473	114.708672	355.11643605	131.73558525
5036	609.929443	65.58136	362.26480945	130.0678633
5037	336.482513	118.8769	351.01249015	131.98517895
5038	348.356476	114.824905	342.32966775	138.3243799
5039	313.942902	127.411697	339.7821183	139.30795995
5040	302.786469	132.106293	335.4246201	141.75599235
5041	517.737976	77.259155	335.02502445	141.9350634
5042	539.353943	74.162796	331.806601	142.48351845
5043	325.739502	122.797508	319.49930425	145.5964747
5044	252.503998	158.41333	322.19815525	144.72368645
5045	319.324982	125.264244	325.6769806	143.01264785
5046	497.906555	80.336357	321.14558485	145.49462915
5047	353.886597	113.030556	304.31780545	153.8731505
5048	163.362503	244.854233	301.71297605	154.8487475
5049	230.70752	173.3797	316.8813026	146.8911772
5050	642.869934	62.220982	332.4679481	141.9092333
5051	419.77597	95.288925	316.93234935	144.81941565
5052	188.771011	211.896942	305.48197475	150.5388813
5053	161.888962	247.082947	304.42857585	151.86987725
5054	228.291992	175.214203	304.61129985	151.5971508
5055	491.676941	81.354233	301.2053535	155.3229351
5056	384.883057	103.927673	288.42465665	159.7275379
5057	162.826065	245.660919	280.9249496	163.04581795
5058	297.405487	134.496506	280.836544	163.18066295
5059	226.792938	176.372345	274.39889065	168.31454735
5060	294.794556	135.687714	271.20484465	171.77249565
5061	453.369507	88.228256	269.5294418	172.64254265
5062	293.208008	136.421921	264.24276575	173.9842743
5063	379.716522	105.341743	263.72023615	174.23637925
5064	322.080505	124.192558	258.5712112	176.1963963
5065	228.697067	174.90387	255.32376555	177.7648873
5066	161.350967	247.906784	254.1322151	178.78217015
5067	301.790009	132.542496	263.91426695	171.9891972
5068	466.729034	85.702827	262.21039575	172.83277095
5069	542.44043	73.740822	251.45179365	176.49811405
5070	332.157959	120.424629	246.57617415	177.30618175
5071	190.768478	209.678238	245.56012955	177.6985558
5072	167.703033	238.516861	249.18308415	174.81263205
5073	165.543442	241.628418	258.45568395	168.55002445
5074	160.173065	249.729889	274.9959603	160.4980267
5075	236.063004	169.446289	282.2044808	154.58305475
5076	234.888916	170.293274	285.64975435	152.6687954
5077	161.057953	248.357819	290.21590425	150.28511545
5078	168.65242	237.174194	296.3563858	144.91276285
5079	162.912018	245.531311	306.04282	138.5731049
5080	261.286499	153.088654	315.88858875	131.85475965
5081	347.635986	115.062889	314.9106377	132.474107
5082	282.757416	141.46402	310.34811635	134.52171405
5083	276.736023	144.542084	313.886068	133.1059582
5084	257.131592	155.562378	311.30566335	134.7626919
5085	204.866058	195.249527	317.8186318	132.147316
5086	356.992004	112.047325	319.13945855	131.0322693
5087	267.712585	149.413971	320.58405545	130.61280865
5088	251.556992	159.009689	322.48059785	129.68568235
5089	444.92804	89.902176	322.1075029	129.9287259
5090	311.837067	128.27211	322.6367204	129.8242768
5091	263.22757	151.959763	335.8544923	126.8817334
5092	353.155029	113.264709	339.77153785	125.1390866
5093	496.348969	80.588463	344.77308815	123.8890496
5094	304.343475	131.43045	336.16889045	126.02742125
5095	304.968475	131.161102	334.5344941	126.818163
5096	326.211914	122.619675	337.2928483	125.8135724
5097	283.867584	140.910767	357.56187905	122.4163508
5098	362.381104	110.381035	372.54682625	118.79801355
5099	359.827393	111.164406	371.0072434	119.3105166
5100	241.727478	165.475601	378.96021885	117.60670075
5101	256.385559	156.01503	405.80344395	111.9016602
5102	353.516449	113.148903	434.06536715	108.9693154
5103	225.12793	177.676758	434.22394565	114.5261517
5104	387.390961	103.25486	436.32609405	120.61400415
5105	231.282593	172.948593	433.16339415	127.7917229
5106	385.883942	103.658112	450.6922668	126.0187981
5107	305.643433	130.871445	452.39295955	130.3620201
5108	244.095093	163.87056	454.4004867	135.3860298
5109	455.51239	87.813194	456.5698333	141.10641475
5110	576.192505	69.421242	442.10786965	160.77256045
5111	341.568481	117.106827	428.7584968	170.2378982
5112	453.186035	88.263969	426.47782055	177.89812845
5113	324.265015	123.355896	417.18266675	188.4503429
5114	271.655548	147.245285	419.062812	193.3363056
5115	360.135559	111.06929	413.55413965	210.74458885
5116	731.592529	54.675243	403.7838058	229.47344855
5117	583.566528	68.544022	375.4541778	250.9821165
5118	331.589447	120.631096	354.6856613	271.3366659
5119	518.886902	77.088089	353.8747406	277.9885843
5120	778.59198	51.37479	343.55190275	286.9370424
5121	821.624023	97.368134	317.9994583	299.31916655
5122	356.688019	224.285629	290.6866562	308.9767776
5123	267.170898	299.433807	286.3471527	312.58291395
5124	324.136963	246.809235	286.06616515	312.90459975
5125	581.860046	137.490097	282.8953659	315.90621105
5126	419.897797	190.522552	266.6820099	324.56008295
5127	345.793976	231.351639	258.2515289	330.9519348
5128	287.482025	278.278259	254.23464045	334.4527519
5129	166.273117	481.136108	253.13654325	335.6036125
5130	309.205048	258.727997	257.5050392	327.3170021
5131	295.954956	270.311432	255.117086	329.68012925
5132	267.282959	299.308258	260.87182995	325.89573745
5133	361.86792	221.07515	269.1463371	320.17304305
5134	161.482101	495.41095	267.96404185	320.9458366
5135	164.728882	485.646484	273.85859525	310.49305645
5136	164.999969	484.848602	279.5898086	300.5295265
5137	168.196198	475.63501	284.88576505	291.05165175
5138	315.371033	253.669464	290.28575585	281.75237045
5139	312.430145	256.057251	287.4658477	284.5145302
5140	267.543091	299.017273	285.4393371	286.4229622
5141	275.367981	290.520355	284.52909005	287.51456985
5142	269.897949	296.408356	283.9648368	288.13531115
5143	261.551147	305.867523	284.24103155	287.8380684
5144	260.720978	306.841461	284.2470756	287.8310036
5145	257.592926	310.567535	284.8811256	287.11940235
5146	251.288177	318.359589	285.2713325	286.6627816
5147	265.456207	301.367981	292.90067975	280.6488541
5148	265.520081	301.295471	300.2722725	275.26831135
5149	253.643036	315.4039	304.46342085	271.65360035
5150	261.445984	305.99054	305.27987285	270.6997521
5151	411.049835	194.623596	302.83567805	274.2182564
5152	432.773102	184.85437	290.6636947	288.3519768
5153	338.222015	236.531021	277.311444	303.245179
5154	279.373169	286.355347	268.57014915	315.8990128
5155	279.353149	286.375885	262.76323845	326.0858017
5156	270.919098	295.291107	256.97383875	336.2220932
5157	276.196014	289.649384	251.62514335	345.85593415
5158	258.97287	308.912659	254.0802932	343.66984405
5159	271.899933	294.225891	255.60794975	342.03989715
5160	249.33815	320.849426	250.23649895	351.64901275
5161	264.082916	302.935181	245.9028953	360.19679415
5162	275.421844	290.463501	240.9196487	369.37827455
5163	261.672028	305.726227	235.35535275	379.22514345
5164	273.401978	292.609436	230.57210385	388.03419495
5165	265.397064	301.43512	225.14259715	397.67382205
5166	403.875122	198.081039	220.57834775	405.57577365
5167	412.888062	193.757126	216.47858425	408.0987183
5168	349.343048	229.001251	210.40003045	412.14161
5169	269.972076	296.326935	214.32372125	410.0413422
5170	212.562088	376.360626	218.4265243	406.58772355
5171	167.610168	477.298004	224.29351725	399.8945076
5172	165.728088	482.718414	230.89526745	389.3787285
5173	163.396118	489.607697	239.38445965	377.16488805
5174	163.234955	490.091125	244.02825695	368.29291385
5175	163.565155	489.101715	253.01815105	355.44904865
5176	163.94519	487.967926	266.6994438	340.1432816
5177	325.299011	245.927582	274.27293015	328.42659385
5178	289.526001	276.313721	293.128228	321.8249352
5179	164.470917	486.408203	316.82888105	313.2480118
5180	162.666077	491.805054	348.39412915	293.9541424
5181	164.417984	486.564789	375.28222425	275.07468375
5182	164.135925	487.400879	386.0365829	261.28648565
5183	166.00705	481.907257	394.80387875	248.69910465
5184	164.811844	485.401978	423.25032495	230.0463928
5185	174.112076	459.474152	431.9359733	217.5922668
5186	321.879852	248.539932	439.48221885	206.9248504
5187	291.316986	274.61496	440.2473754	206.3608482
5188	427.816864	186.995895	442.6409316	204.4229667
5189	352.028137	227.254562	437.988539	207.0217094
5190	329.901947	242.496307	435.16898945	209.1890808
5191	299.645172	266.982422	427.4690459	219.80406035
5192	335.511932	238.441605	420.63937975	230.9870132
5193	256.272064	312.168213	412.1962386	243.06746285
5194	343.032837	233.213821	414.54668875	240.6481376
5195	437.19101	182.986374	416.94185325	239.219297
5196	315.414917	253.634171	411.8401488	242.0046867
5197	702.404968	113.894409	413.0690535	241.0879264
5198	763.539062	104.775253	395.01400895	247.11296075
5199	795.775879	100.530815	368.13715505	259.573159
5200	700.427979	114.215881	344.07111195	267.2670383
5201	379.505157	210.800827	322.464012	276.46570775
5202	339.481842	235.653259	311.7115485	290.24829825
5203	734.935974	108.85302	303.1085593	302.3573498
5204	338.524811	236.319458	274.8725051	320.41440585
5205	325.036987	246.125824	274.0196105	321.04139255
5206	337.182983	237.259888	271.58131705	323.21363375
5207	339.18811	235.85733	262.9304191	335.7163666
5208	334.769012	238.970749	254.43921275	347.54127355
5209	295.637146	270.60199	265.20316695	342.864827
5210	175.903076	454.795898	283.747805	335.3359589
5211	163.051849	490.641479	308.5090538	318.55627865
5212	166.649109	480.050598	317.8261055	305.47263455
5213	303.281067	263.781708	327.1771919	292.78005645
5214	390.936127	204.637009	329.44523235	291.0640622
5215	335.156921	238.694168	320.42693095	299.82826125
5216	339.993011	235.298965	312.11073605	311.5856015
5217	341.304077	234.395096	303.53763275	323.5551671
5218	226.001984	353.979218	295.0055252	335.27356385
5219	314.455017	254.408401	292.3519737	340.70522125
5220	268.28598	298.18927	285.22411725	351.2544301
5221	164.455887	486.452637	280.3349632	359.8049779
5222	167.422058	477.83429	280.46622465	359.4228139
5223	170.21489	469.994141	280.48311615	359.37469985
5224	321.466919	248.859192	280.5824295	359.1036412
5225	276.271118	289.570648	272.84423295	370.6554524
5226	164.165024	487.314545	267.51097565	379.76099595
5227	169.363983	472.355469	267.78227155	378.98143355
5228	550.048096	145.441818	267.65067595	379.35424545
5229	666.529907	120.024628	248.5544212	395.87425815
5230	671.128052	119.202293	223.56268155	413.86892975
5231	349.392883	228.968597	206.4621322	420.0625451
5232	353.670837	226.199036	203.2293319	422.6621728
5233	348.641876	229.461823	201.71248925	423.72333
5234	210.570099	379.92099	214.9330505	418.7749596
5235	168.833023	473.840973	224.8567474	409.5578087
5236	168.530945	474.690277	233.33399425	397.68686145
5237	170.661926	468.763031	239.266587	387.88075795
5238	172.930954	462.612366	239.12774425	388.26843035
5239	171.897888	465.392578	238.7738952	389.25541305
5240	170.502899	469.200226	238.51524655	389.9773979
5241	167.081116	478.809357	246.047998	378.97231825
5242	167.759888	476.872009	250.73099205	370.37274395
5243	172.201157	464.572968	250.7172477	370.4118797
5244	166.702988	479.895416	250.5142463	370.9727714
5245	169.605972	471.681519	250.5672469	370.8211616
5246	169.590942	471.723297	257.68100195	360.06248695
5247	166.732071	479.811707	264.0290992	349.9646415
5248	168.123001	475.842072	264.6686454	348.25532445
5249	166.695114	479.91806	274.2293853	335.59480805
5250	329.117065	243.0746	280.11542735	325.66281345
5251	284.736877	280.961151	272.50231625	336.12650135
5252	323.333984	247.42218	266.6198265	346.01805715
5253	613.053101	130.494415	259.1851242	356.55121605
5254	409.044037	195.577972	237.3640182	372.6725799
5255	338.37796	236.422028	225.80362545	385.38629145
5256	287.1828	278.568207	217.64467925	396.3963668
5257	167.885071	476.516479	211.6426468	406.399681
5258	165.853973	482.35202	211.61304705	406.48399195
5259	166.724915	479.832275	219.60429005	394.64842985
5260	321.157928	249.098633	224.6921898	385.5553421
5261	260.740997	306.817871	217.3627976	396.0138443
5262	167.485001	477.654724	221.6935395	392.1885193
5263	168.141129	475.790802	230.8993935	379.68228
5264	167.763	476.86322	243.4385422	365.4410088
5265	311.881073	256.508026	251.49774635	353.7578591
5266	296.552887	269.766388	253.32509315	352.41259085
5267	179.522995	445.625366	249.96215215	356.36911855
5268	359.337799	222.631744	249.3956101	357.87017295
5269	284.415955	281.278168	239.91255955	370.31281825
5270	176.854843	452.348358	234.3163155	379.43851555
5271	167.087082	478.792267	233.8763741	380.6226861
5272	174.639938	458.085358	233.98201755	380.323742
5273	176.630981	452.921692	251.4515801	365.0526078
5274	177.836182	449.852203	262.14357995	352.65056235
5275	175.199036	456.623535	270.082322	342.0411042
5276	167.142151	478.634491	278.3210671	330.97553565
5277	167.293076	478.202698	288.0474602	318.1036164
5278	325.678833	245.640778	298.36430815	304.8992585
5279	268.48291	297.97052	298.5698608	304.74615485
5280	174.570084	458.268677	319.69790645	295.6359734
5281	347.355835	230.311371	327.7171516	284.66444325
5282	351.602081	227.529938	327.29076455	284.95427175
5283	418.924103	190.965378	325.13460155	286.5446282
5284	328.947083	243.200226	329.1496528	285.00877615
5285	348.428009	229.602661	330.63655005	284.0006104
5286	229.294067	348.896942	330.253292	284.25884635
5287	168.192154	475.646454	352.14588845	272.80968865
5288	169.676788	471.48465	364.1196746	258.83927465
5289	172.491074	463.792114	371.244432	248.0784943
5290	168.056015	476.031769	378.79933235	237.25024495
5291	169.199951	472.813385	400.00873865	220.2026276
5292	524.031189	152.662674	400.08814385	219.98280035
5293	390.470978	204.880783	382.39288245	235.861657
5294	336.611023	237.66304	371.36353215	249.16310125
5295	339.973938	235.312164	363.0731345	260.6987313
5296	361.670013	221.196106	354.49004125	272.6985009
5297	373.630035	214.11554	344.7674392	285.5595696
5298	329.789886	242.578705	342.3131347	287.17877965
5299	691.043823	115.766891	339.67958675	289.48408055
5300	334.954987	238.838074	321.18719935	296.1491883
5301	338.828094	236.107941	320.73659965	296.4793694
5302	308.478821	259.337067	317.3769485	299.3996117
5303	499.225128	160.248337	310.51451105	309.79314045
5304	358.685028	223.036911	294.01390755	325.4195618
5305	340.762848	234.76738	284.5193519	337.9652535
5306	667.145996	119.913788	294.8839683	333.52541965
5307	407.667877	196.238174	278.15857005	339.5548134
5308	312.171936	256.269043	274.4740257	341.7197777
5309	323.589081	247.227127	274.33188095	341.83754045
5310	592.244141	135.079422	266.86427765	352.4334183
5311	170.788055	468.41684	245.57637175	369.70548785
5312	170.125961	470.239807	245.3983681	370.20408705
5313	169.883972	470.909668	245.49122015	369.95020825
5314	170.80307	468.375641	245.4628716	370.0290504
5315	168.312073	475.307556	245.45701835	370.0451133
5316	167.217972	478.41748	253.5900124	358.3653518
5317	324.543945	246.499741	259.24141545	348.7176513
5318	277.118927	288.684723	260.02462165	348.1501754
5319	321.196075	249.069046	263.25518045	345.4210822
5320	325.942993	245.441696	260.7085252	347.7680297
5321	271.635071	294.512787	253.0694749	358.5957038
5322	171.230072	467.207642	247.9252122	367.5737952
5323	169.213058	472.776764	248.0642579	367.200466
5324	168.793915	473.950745	248.0611108	367.20926115
5325	548.055176	145.970703	248.08341455	367.1467993
5326	332.638031	240.501663	236.59609765	372.4146765
5327	333.97699	239.53746	235.4972497	373.26536085
5328	309.329041	258.624298	233.3975564	374.98790955
5329	174.237015	459.144684	242.38940515	370.2338774
5330	166.486023	480.520813	250.9284501	358.87024445
5331	167.227982	478.388824	262.0842469	345.111093
5332	171.983002	465.162231	269.6989556	333.7103461
5333	169.317001	472.486511	274.95751575	324.88463355
5334	170.686005	468.696899	283.2941193	313.16333155
5335	330.971954	241.712326	305.6123764	296.21093135
5336	280.246033	285.46347	310.3682785	293.51300275
5337	340.208069	235.150223	313.5146286	290.8957573
5338	341.730103	234.102859	328.77181855	285.3364151
5339	270.26297	296.007996	344.88591155	279.6552601
5340	173.161987	461.995178	341.7906059	284.05269205
5341	168.749817	474.074615	341.9600975	283.60917095
5342	174.010986	459.741058	342.44005735	282.33337445
5343	169.150116	472.952667	342.51256105	282.14340405
5344	169.23999	472.701508	342.6032555	281.89250835
5345	318.308838	251.328247	342.95090565	280.95981025
5346	310.661072	257.51535	342.61345905	281.2320194
5347	291.983124	273.988434	341.0940651	282.62804145
5348	489.166016	163.543655	335.1628189	292.00223275
5349	345.017914	231.872025	319.30822215	307.0708523
5350	389.601959	205.337784	310.44051735	319.33451575
5351	319.522156	250.373886	306.35206675	322.0616863
5352	277.154205	288.64798	304.56485665	323.63851965
5353	336.049072	238.060471	307.03283455	321.45675235
5354	617.051147	129.648895	319.83842845	316.308649
5355	426.089996	187.753754	306.08236615	321.52450825
5356	343.173035	233.118561	301.87991715	323.83132435
5357	645.351868	123.963379	314.7321205	318.8396518
5358	664.011963	120.479759	300.5809776	323.68117325
5359	208.356857	383.956635	284.67511975	329.2213943
5360	176.551819	453.124756	292.35823055	321.07270425
5361	178.349014	448.558685	293.262886	318.966706
5362	175.46106	455.94165	292.93498915	319.8228675
5363	170.964005	467.934753	292.6466934	320.59746775
5364	176.192993	454.047546	293.50904155	318.4534767
5365	311.559906	256.77243	293.4841865	318.5177101
5366	280.273193	285.435791	286.54034115	328.8429207
5367	173.3582	461.47226	281.48642805	336.8931923
5368	172.074081	464.916046	281.5327171	336.7706276
5369	167.663818	477.145294	289.5215149	325.57846225
5370	307.832947	259.881195	295.0114243	316.1375855
5371	283.777954	281.910553	296.071637	315.30020605
5372	326.513763	245.012634	309.78359075	308.37291875
5373	592.16095	135.098404	302.0529046	319.3916245
5374	341.929901	233.96608	281.1413537	335.63447195
5375	342.041016	233.890076	272.7812547	346.82890325
5376	600.217102	133.28511	264.336004	358.23762515
5377	362.32901	220.793808	242.91575175	374.8546227
5378	345.894806	231.28418	233.47419675	386.86996465
5379	362.019073	220.982834	224.79126675	398.52967685
5380	194.644928	411.004791	215.40706345	410.4248665
5381	171.791077	465.681915	214.28971495	413.0902245
5382	169.695145	471.433655	214.26940165	413.14542015
5383	188.210968	425.054932	214.4026414	412.7809853
5384	175.695892	455.332214	213.86155025	414.0775322
5385	172.682999	463.276642	213.57305235	414.85058975
5386	179.194931	446.441223	213.3970994	415.33245925
5387	174.283981	459.020966	213.6358041	414.75318985
5388	331.850037	241.072739	213.41434875	415.3516563
5389	277.462006	288.327759	205.6378984	425.9839126
5390	329.037201	243.133606	200.7703569	433.7760314
5391	558.017029	143.364807	193.2553552	443.99858085
5392	171.90004	465.386749	173.9870561	459.9984588
5393	173.929932	459.955353	173.98805705	459.99574885
5394	174.727921	457.854706	174.07896585	459.7578277
5395	173.136002	462.064514	174.18692175	459.478395
5396	171.812057	465.625061	181.25481645	449.09401695
5397	173.49791	461.100647	201.674556	432.70685645
5398	172.236206	464.478424	210.2588051	421.2398841
5399	174.335007	458.886627	238.6695015	403.41808235
5400	172.297958	464.311951	262.9734024	386.5305667
5401	171.384811	466.785828	272.7440575	374.1930751
5402	172.35994	464.144958	281.5331208	362.37564725
5403	177.389145	450.98587	290.9647698	350.24894975
5404	169.925934	470.793365	299.6235123	339.10984075
5405	169.16394	472.914032	325.19366765	321.4410511
5406	183.969025	434.855835	334.0839631	309.32372855
5407	169.854874	470.990295	348.88756265	295.9135578
5408	176.32103	453.717865	358.9202172	283.1600323
5409	180.111176	444.170135	367.49651495	271.97344785
5410	178.737167	447.584595	380.92246095	258.68097275
5411	172.651047	463.362366	387.47035295	249.21767625
5412	171.920059	465.33255	387.58354265	248.9178288
5413	175.748108	455.19693	387.890638	248.11529125
5414	176.887039	452.266052	388.20463565	247.33008005
5415	314.493896	254.376953	387.999083	247.8681431
5416	580.206848	137.881851	381.40518805	257.05318185
5417	345.182892	231.7612	361.3808541	272.41591305
5418	740.450134	108.042389	352.71121605	284.1120785
5419	660.413025	121.136314	324.7970025	300.6679699
5420	367.71106	217.562119	309.14545525	306.125853
5421	347.166077	230.437271	311.817257	304.74561615
5422	360.99292	221.611008	307.9094567	308.09308395
5423	350.563995	228.20369	306.8158059	308.8077713
5424	681.329041	117.417572	306.171206	309.2434021
5425	346.969849	230.567581	294.09805685	312.466201
5426	480.041016	166.65242	292.3132195	313.7882736
5427	370.507965	215.919785	291.51631855	314.0744293
5428	347.846985	229.986176	291.28211905	314.21266015
5429	448.630096	178.320633	306.6084771	308.8260627
5430	309.695007	258.318665	321.24927455	305.30489455
5431	174.914841	457.365417	337.64157805	298.66306715
5432	178.061966	449.281799	355.1184953	283.42178835
5433	182.028061	439.492706	364.55694975	271.86190065
5434	172.775986	463.027313	373.07884075	261.23588215
5435	182.615997	438.077728	383.1645425	248.7657093
5436	179.720169	445.136475	407.9281976	232.76249315
5437	171.790131	465.684509	427.57268535	217.4912277
5438	182.165863	439.160217	437.90957345	204.77425535
5439	347.38208	230.293976	446.6721833	194.007621
5440	421.147095	189.957382	446.4239289	194.17458495
5441	269.010071	297.386627	443.2541184	195.8576805
5442	339.119904	235.904755	443.65887	195.4233055
5443	337.671997	236.916306	435.5842766	206.1470344
5444	439.866058	181.87355	427.34968035	217.42527
5445	311.273102	257.009033	420.15132375	221.849723
5446	464.102997	172.375534	416.58272175	225.6728111
5447	365.823975	218.684402	402.89972385	238.0576904
5448	654.374146	122.254227	393.35302735	249.99498365
5449	741.446045	107.89727	369.49826965	266.44557645
5450	637.541077	125.482117	341.4804611	283.13919255
5451	524.453186	152.539841	318.374958	299.6660724
5452	366.831055	218.084045	301.01795345	314.5980464
5453	352.465881	226.972336	291.7993446	325.61659195
5454	374.490021	213.623856	283.046891	336.81375455
5455	677.889099	118.013405	273.3968994	348.1723216
5456	572.609924	139.711166	258.5602432	352.766043
5457	378.527893	211.345062	247.3996536	357.2287429
5458	357.41806	223.82753	242.0251617	361.41956475
5459	342.416992	233.633255	237.51344755	365.1991569
5460	357.750885	223.619293	234.8902481	367.3128341
5461	277.105103	288.699127	230.98860015	370.43199
5462	177.628036	450.379333	232.22084195	369.25304255
5463	172.980072	462.481018	236.75973585	361.6368774
5464	295.898926	270.36261	241.717733	353.21114195
5465	239.901062	333.470795	240.65233535	354.26013335
5466	190.443039	420.07312	241.97847975	352.60025935
5467	174.890045	457.430267	250.9501709	342.411013
5468	177.278992	451.266083	259.77451935	330.92328335
5469	181.089874	441.769592	283.5675247	314.4842487
5470	175.431015	456.019714	305.9222351	298.7633293
5471	177.313095	451.179321	319.3492302	284.9719429
5472	182.458878	438.454956	327.1954666	274.38050385
5473	177.416809	450.915588	334.72472605	264.46817935
5474	181.490189	440.795197	340.85812755	255.25196385
5475	381.155975	209.887833	340.86005855	255.2472748
5476	349.398132	228.965164	340.7004608	255.3359009
5477	271.038055	295.161499	337.1837982	258.22122575
5478	267.183777	299.419373	332.400502	266.2717934
5479	289.953003	275.906799	327.74971845	274.26714095
5480	279.717926	286.002411	321.95452495	283.453817
5481	301.749939	265.120178	316.8365722	291.70683975
5482	268.405914	298.05603	318.01357415	290.74755175
5483	272.140015	293.966309	318.84822995	289.87496265
5484	274.590973	291.342438	321.9703216	287.131868
5485	266.42395	300.273315	340.5429275	278.75628395
5486	369.876862	216.288193	345.0152786	274.98264735
5487	351.377014	227.675674	343.71458585	275.80077705
5488	653.139099	122.48539	341.48408505	277.4562054
5489	628.184082	127.351204	318.1955856	292.680172
5490	443.970917	180.191986	295.63807675	308.90715375
